Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDQ27,5.19,Regular,0.044432887,Meat,102.9,OUT018,2009,Tier 3,Supermarket Type2,1651.18
FDQ27,5.19,Regular,0.044252621,Meat,102.6,OUT046,1997,Tier 1,Supermarket Type1,1651.18
FDQ27,5.19,Regular,0.077480627,Meat,101.4,OUT019,1985,Tier 1,Grocery Store,206.4
FDQ28,14,Regular,0.060134441,Frozen Foods,153.07,OUT027,1985,Tier 3,Supermarket Type3,6024.16
FDQ28,14,Regular,0.060427062,Frozen Foods,153.57,OUT046,1997,Tier 1,Supermarket Type1,3089.31
FDQ28,14,Regular,0.060376776,Frozen Foods,154.57,OUT013,1987,Tier 3,Supermarket Type1,2471.45
FDQ28,14,Regular,0.060768862,Frozen Foods,154.87,OUT017,2007,Tier 2,Supermarket Type1,1390.19
FDQ31,5.785,Regular,0.053802405,Fruits and Vegetables,85.99,OUT013,1987,Tier 3,Supermarket Type1,1494.06
FDQ31,5.785,Regular,0.066132029,Fruits and Vegetables,87.19,OUT035,2004,Tier 2,Supermarket Type1,1406.17
FDQ31,5.785,Regular,0.054066567,Fruits and Vegetables,87.09,OUT018,2009,Tier 3,Supermarket Type2,1406.17
FDQ31,5.785,Regular,0.053586458,Fruits and Vegetables,89.79,OUT027,1985,Tier 3,Supermarket Type3,966.74
FDQ31,5.785,Regular,0.053930934,Fruits and Vegetables,87.39,OUT049,1999,Tier 1,Supermarket Type1,878.86
FDQ31,5.785,Regular,0.0901292,Fruits and Vegetables,89.89,OUT010,1998,Tier 3,Grocery Store,175.77
FDQ32,17.85,Regular,0.046680961,Fruits and Vegetables,121.94,OUT049,1999,Tier 1,Supermarket Type1,3962.84
FDQ32,17.85,Regular,0.046608497,Fruits and Vegetables,122.94,OUT046,1997,Tier 1,Supermarket Type1,3095.97
FDQ32,17.85,Regular,0.046382793,Fruits and Vegetables,122.84,OUT027,1985,Tier 3,Supermarket Type3,2972.13
FDQ32,17.85,Regular,0.046599684,Fruits and Vegetables,125.14,OUT035,2004,Tier 2,Supermarket Type1,1981.42
FDQ32,17.85,Regular,0.04679836,Fruits and Vegetables,123.84,OUT018,2009,Tier 3,Supermarket Type2,866.87
FDQ32,17.85,Regular,0.081605462,Fruits and Vegetables,122.34,OUT019,1985,Tier 1,Grocery Store,371.52
FDQ33,13.35,Low fat,0.066132029,Snack Foods,151.67,OUT027,1985,Tier 3,Supermarket Type3,4815.07
FDQ33,13.35,Low fat,0.091189915,Snack Foods,149.37,OUT035,2004,Tier 2,Supermarket Type1,4514.12
FDQ33,13.35,Low fat,0.091348964,Snack Foods,150.37,OUT049,1999,Tier 1,Supermarket Type1,4363.65
FDQ33,13.35,Low fat,0.091723066,Snack Foods,148.87,OUT017,2007,Tier 2,Supermarket Type1,3761.77
FDQ34,10.85,Low fat,0.162107603,Snack Foods,106.36,OUT013,1987,Tier 3,Supermarket Type1,2117.24
FDQ34,10.85,Low fat,0.163160327,Snack Foods,107.46,OUT017,2007,Tier 2,Supermarket Type1,1693.8
FDQ34,10.85,Low fat,0.162903525,Snack Foods,104.96,OUT018,2009,Tier 3,Supermarket Type2,1482.07
FDQ34,10.85,Low fat,0.162242617,Snack Foods,107.86,OUT046,1997,Tier 1,Supermarket Type1,1058.62
FDQ34,10.85,Low fat,0.162211939,Snack Foods,107.06,OUT035,2004,Tier 2,Supermarket Type1,741.04
FDQ34,10.85,Low fat,0.162571649,Snack Foods,107.46,OUT045,2002,Tier 2,Supermarket Type1,529.31
FDQ34,10.85,Low fat,0.284065879,Snack Foods,105.56,OUT019,1985,Tier 1,Grocery Store,211.72
FDQ36,7.855,Regular,0.162205516,Baking Goods,36.28,OUT018,2009,Tier 3,Supermarket Type2,1155.83
FDQ36,7.855,Regular,0.066132029,Baking Goods,38.38,OUT046,1997,Tier 1,Supermarket Type1,932.12
FDQ36,7.855,Regular,0.162461219,Baking Goods,39.28,OUT017,2007,Tier 2,Supermarket Type1,857.55
FDQ36,7.855,Regular,0.161798604,Baking Goods,37.28,OUT049,1999,Tier 1,Supermarket Type1,745.7
FDQ36,7.855,Regular,0.161516894,Baking Goods,37.08,OUT035,2004,Tier 2,Supermarket Type1,447.42
FDQ36,7.855,Regular,0.161875063,Baking Goods,35.68,OUT045,2002,Tier 2,Supermarket Type1,335.56
FDQ36,7.855,Regular,0.066132029,Baking Goods,38.18,OUT019,1985,Tier 1,Grocery Store,37.28
FDQ37,20.75,Low fat,0.088828418,Breakfast,192.25,OUT027,1985,Tier 3,Supermarket Type3,7943.66
FDQ37,20.75,Low fat,0.089186387,Breakfast,193.35,OUT013,1987,Tier 3,Supermarket Type1,6006.18
FDQ37,20.75,Low fat,0.089260667,Breakfast,193.45,OUT046,1997,Tier 1,Supermarket Type1,4843.7
FDQ37,20.75,Low fat,0.089243789,Breakfast,192.05,OUT035,2004,Tier 2,Supermarket Type1,4649.95
FDQ37,20.75,Low fat,0.149404057,Breakfast,192.85,OUT010,1998,Tier 3,Grocery Store,774.99
FDQ39,14.8,Low fat,0.080649685,Meat,189.98,OUT027,1985,Tier 3,Supermarket Type3,6114.71
FDQ39,14.8,Low fat,0.081042136,Meat,192.48,OUT046,1997,Tier 1,Supermarket Type1,5159.28
FDQ39,14.8,Low fat,0.066132029,Meat,189.38,OUT013,1987,Tier 3,Supermarket Type1,4777.12
FDQ39,14.8,Low fat,0.081026811,Meat,190.08,OUT035,2004,Tier 2,Supermarket Type1,4586.03
FDQ39,14.8,Low fat,0.081168135,Meat,190.58,OUT049,1999,Tier 1,Supermarket Type1,3630.61
FDQ39,14.8,Low fat,0.081372267,Meat,191.48,OUT018,2009,Tier 3,Supermarket Type2,3057.35
FDQ39,14.8,Low fat,0.081206491,Meat,189.28,OUT045,2002,Tier 2,Supermarket Type1,1719.76
FDQ39,14.8,Low fat,0.13564792,Meat,190.88,OUT010,1998,Tier 3,Grocery Store,191.08
FDQ40,11.1,Regular,0.035997543,Frozen Foods,176.97,OUT013,1987,Tier 3,Supermarket Type1,3691.2
FDQ40,11.1,Regular,0.035853059,Frozen Foods,176.87,OUT027,1985,Tier 3,Supermarket Type3,3691.2
FDQ40,11.1,Regular,0.03623131,Frozen Foods,175.07,OUT017,2007,Tier 2,Supermarket Type1,3339.65
FDQ40,11.1,Regular,0.036027524,Frozen Foods,177.27,OUT046,1997,Tier 1,Supermarket Type1,3339.65
FDQ40,11.1,Regular,0.036083537,Frozen Foods,175.47,OUT049,1999,Tier 1,Supermarket Type1,2988.11
FDQ40,11.1,Regular,0.036020711,Frozen Foods,177.27,OUT035,2004,Tier 2,Supermarket Type1,2109.25
FDQ40,11.1,Regular,0.036174285,Frozen Foods,176.07,OUT018,2009,Tier 3,Supermarket Type2,1581.94
FDQ40,11.1,Regular,0.063079544,Frozen Foods,175.77,OUT019,1985,Tier 1,Grocery Store,351.54
FDQ40,11.1,Regular,0.060302689,Frozen Foods,175.87,OUT010,1998,Tier 3,Grocery Store,175.77
FDQ44,20.5,Low fat,0.036133463,Fruits and Vegetables,120.18,OUT035,2004,Tier 2,Supermarket Type1,3392.92
FDQ44,20.5,Low fat,0.036344721,Fruits and Vegetables,122.38,OUT017,2007,Tier 2,Supermarket Type1,2544.69
FDQ44,20.5,Low fat,0.036140297,Fruits and Vegetables,120.08,OUT046,1997,Tier 1,Supermarket Type1,2302.34
FDQ44,20.5,Low fat,0.036287517,Fruits and Vegetables,121.28,OUT018,2009,Tier 3,Supermarket Type2,2181.16
FDQ44,20.5,Low fat,0.036110222,Fruits and Vegetables,120.18,OUT013,1987,Tier 3,Supermarket Type1,2059.99
FDQ45,9.5,Regular,0.010864186,Snack Foods,185.36,OUT027,1985,Tier 3,Supermarket Type3,5329.06
FDQ45,9.5,Regular,0.010907967,Snack Foods,182.36,OUT013,1987,Tier 3,Supermarket Type1,2940.17
FDQ45,9.5,Regular,0.010914988,Snack Foods,183.86,OUT035,2004,Tier 2,Supermarket Type1,2572.65
FDQ45,9.5,Regular,0.010917052,Snack Foods,185.36,OUT046,1997,Tier 1,Supermarket Type1,2021.37
FDQ45,9.5,Regular,0.066132029,Snack Foods,182.36,OUT010,1998,Tier 3,Grocery Store,1102.56
FDQ45,9.5,Regular,0.019114349,Snack Foods,182.16,OUT019,1985,Tier 1,Grocery Store,367.52
FDQ46,7.51,Low fat,0.103793399,Snack Foods,110.15,OUT035,2004,Tier 2,Supermarket Type1,2684.51
FDQ46,7.51,Low fat,0.10423592,Snack Foods,111.75,OUT018,2009,Tier 3,Supermarket Type2,2460.8
FDQ46,7.51,Low fat,0.104023565,Snack Foods,112.45,OUT045,2002,Tier 2,Supermarket Type1,2013.38
FDQ46,7.51,Low fat,0.103726639,Snack Foods,110.65,OUT013,1987,Tier 3,Supermarket Type1,1901.52
FDQ46,7.51,Low fat,0.104400238,Snack Foods,113.55,OUT017,2007,Tier 2,Supermarket Type1,894.84
FDQ46,7.51,Low fat,0.103813029,Snack Foods,113.75,OUT046,1997,Tier 1,Supermarket Type1,671.13
FDQ47,7.155,Regular,0.168527463,Breads,33.69,OUT045,2002,Tier 2,Supermarket Type1,1023.33
FDQ47,7.155,Regular,0.168154574,Breads,33.79,OUT035,2004,Tier 2,Supermarket Type1,882.19
FDQ47,7.155,Regular,0.168871496,Breads,34.39,OUT018,2009,Tier 3,Supermarket Type2,670.46
FDQ47,7.155,Regular,0.169137707,Breads,35.29,OUT017,2007,Tier 2,Supermarket Type1,388.16
FDQ47,7.155,Regular,0.281509514,Breads,33.89,OUT010,1998,Tier 3,Grocery Store,35.29
FDQ48,14.3,Low fat,0.034382602,Baking Goods,96.57,OUT013,1987,Tier 3,Supermarket Type1,2251.07
FDQ48,14.3,Regular,0.034605882,Baking Goods,95.97,OUT017,2007,Tier 2,Supermarket Type1,2153.2
FDQ48,14.3,Regular,0.034244601,Baking Goods,97.27,OUT027,1985,Tier 3,Supermarket Type3,1957.45
FDQ48,14.3,Regular,0.034411238,Baking Goods,98.67,OUT046,1997,Tier 1,Supermarket Type1,782.98
FDQ48,14.3,Regular,0.034551415,Baking Goods,98.17,OUT018,2009,Tier 3,Supermarket Type2,685.11
FDQ48,14.3,Regular,0.034404732,Baking Goods,98.17,OUT035,2004,Tier 2,Supermarket Type1,489.36
FDQ49,20.2,Regular,0.039057677,Breakfast,155.96,OUT027,1985,Tier 3,Supermarket Type3,3285.72
FDQ49,20.2,Regular,0.039215075,Breakfast,157.66,OUT013,1987,Tier 3,Supermarket Type1,2190.48
FDQ49,20.2,Regular,0.039247736,Breakfast,157.66,OUT046,1997,Tier 1,Supermarket Type1,1095.24
FDQ49,20.2,Regular,0.039469737,Breakfast,155.16,OUT017,2007,Tier 2,Supermarket Type1,782.32
FDQ49,20.2,Regular,0.06871772,Breakfast,155.56,OUT019,1985,Tier 1,Grocery Store,469.39
FDQ51,16,Regular,0.017466284,Meat,45.47,OUT027,1985,Tier 3,Supermarket Type3,1323.61
FDQ51,16,Regular,0.017536671,Meat,45.57,OUT013,1987,Tier 3,Supermarket Type1,1039.98
FDQ51,16,Regular,0.066132029,Meat,48.17,OUT017,2007,Tier 2,Supermarket Type1,756.35
FDQ51,16,Regular,0.017547958,Meat,48.37,OUT035,2004,Tier 2,Supermarket Type1,614.53
FDQ51,16,Regular,0.029377239,Meat,46.17,OUT010,1998,Tier 3,Grocery Store,94.54
FDQ52,17,Low fat,0.118806857,Frozen Foods,248.84,OUT027,1985,Tier 3,Supermarket Type3,6705.27
FDQ52,17,Low fat,0.119871307,Frozen Foods,248.34,OUT018,2009,Tier 3,Supermarket Type2,6208.59
FDQ52,17,Low fat,0.119362409,Frozen Foods,249.44,OUT035,2004,Tier 2,Supermarket Type1,5960.24
FDQ52,17,Low fat,0.120060274,Frozen Foods,246.54,OUT017,2007,Tier 2,Supermarket Type1,4470.18
FDQ52,17,Low fat,0.119570595,Frozen Foods,249.74,OUT049,1999,Tier 1,Supermarket Type1,4221.84
FDQ52,17,Low fat,0.119285634,Frozen Foods,247.44,OUT013,1987,Tier 3,Supermarket Type1,2980.12
FDQ55,13.65,Regular,0.013035609,Fruits and Vegetables,114.78,OUT035,2004,Tier 2,Supermarket Type1,3455.5
FDQ55,13.65,Regular,0.012974937,Fruits and Vegetables,115.98,OUT027,1985,Tier 3,Supermarket Type3,2994.77
FDQ55,13.65,Regular,0.013091186,Fruits and Vegetables,114.88,OUT018,2009,Tier 3,Supermarket Type2,1612.57
FDQ55,13.65,Regular,0.013064516,Fruits and Vegetables,115.58,OUT045,2002,Tier 2,Supermarket Type1,1382.2
FDQ56,6.59,Low fat,0.105085956,Fruits and Vegetables,82.39,OUT027,1985,Tier 3,Supermarket Type3,3691.2
FDQ56,6.59,Low fat,0.10550944,Fruits and Vegetables,85.69,OUT013,1987,Tier 3,Supermarket Type1,1929.49
FDQ56,6.59,Low fat,0.105577348,Fruits and Vegetables,85.69,OUT035,2004,Tier 2,Supermarket Type1,1929.49
FDQ56,6.59,Low fat,0.105761491,Fruits and Vegetables,84.89,OUT049,1999,Tier 1,Supermarket Type1,1677.82
FDQ56,6.59,Low fat,0.106027474,Fruits and Vegetables,83.99,OUT018,2009,Tier 3,Supermarket Type2,1426.14
FDQ56,6.59,Low fat,0.105597316,Fruits and Vegetables,83.49,OUT046,1997,Tier 1,Supermarket Type1,1342.25
FDQ56,6.59,Low fat,0.176748258,Fruits and Vegetables,82.79,OUT010,1998,Tier 3,Grocery Store,83.89
FDQ57,7.275,Low fat,0.027991093,Snack Foods,145.98,OUT049,1999,Tier 1,Supermarket Type1,3515.42
FDQ57,7.275,Low fat,0.027812304,Snack Foods,147.48,OUT027,1985,Tier 3,Supermarket Type3,3368.95
FDQ57,7.275,Low fat,0.027942357,Snack Foods,145.08,OUT035,2004,Tier 2,Supermarket Type1,1611.24
FDQ57,7.275,Low fat,0.048932713,Snack Foods,144.48,OUT019,1985,Tier 1,Grocery Store,146.48
FDQ58,7.315,Low fat,0.015364173,Snack Foods,154.33,OUT018,2009,Tier 3,Supermarket Type2,4287.75
FDQ58,7.315,Low fat,0.066132029,Snack Foods,153.73,OUT035,2004,Tier 2,Supermarket Type1,2756.41
FDQ58,7.315,Low fat,0.01530184,Snack Foods,154.43,OUT046,1997,Tier 1,Supermarket Type1,1378.21
FDQ58,7.315,Low fat,0.015332872,Snack Foods,154.03,OUT045,2002,Tier 2,Supermarket Type1,612.54
FDQ58,7.315,Low fat,0.01532563,Snack Foods,153.43,OUT049,1999,Tier 1,Supermarket Type1,459.4
FDQ58,7.315,Low fat,0.066132029,Snack Foods,154.53,OUT019,1985,Tier 1,Grocery Store,459.4
FDQ59,9.8,Regular,0.066132029,Breads,84.59,OUT027,1985,Tier 3,Supermarket Type3,3020.07
FDQ59,9.8,Regular,0.056500895,Breads,85.89,OUT045,2002,Tier 2,Supermarket Type1,1845.6
FDQ59,9.8,Regular,0.056375879,Breads,84.69,OUT035,2004,Tier 2,Supermarket Type1,1006.69
FDQ59,9.8,Regular,0.056339618,Breads,84.29,OUT013,1987,Tier 3,Supermarket Type1,755.02
FDQ59,9.8,Regular,0.056386541,Breads,84.69,OUT046,1997,Tier 1,Supermarket Type1,503.34
FDQ60,12.87542141,Regular,0.191500528,Baking Goods,121.21,OUT019,1985,Tier 1,Grocery Store,120.51
FDR01,5.405,Regular,0.05336162,Canned,200.17,OUT027,1985,Tier 3,Supermarket Type3,6171.3
FDR01,5.405,Regular,0.053730029,Canned,199.07,OUT045,2002,Tier 2,Supermarket Type1,4777.78
FDR01,5.405,Regular,0.053924587,Canned,198.27,OUT017,2007,Tier 2,Supermarket Type1,4379.63
FDR01,5.405,Regular,0.053839714,Canned,198.67,OUT018,2009,Tier 3,Supermarket Type2,2388.89
FDR01,5.405,Regular,0.053576661,Canned,200.57,OUT013,1987,Tier 3,Supermarket Type1,2388.89
FDR01,5.405,Regular,0.053611144,Canned,197.77,OUT035,2004,Tier 2,Supermarket Type1,796.3
FDR01,5.405,Regular,0.093883945,Canned,200.47,OUT019,1985,Tier 1,Grocery Store,398.15
FDR02,16.7,Low fat,0.022110425,Dairy,110.89,OUT045,2002,Tier 2,Supermarket Type1,3558.04
FDR02,16.7,Low fat,0.022190488,Dairy,113.19,OUT017,2007,Tier 2,Supermarket Type1,3335.66
FDR02,16.7,Low fat,0.022047313,Dairy,110.29,OUT013,1987,Tier 3,Supermarket Type1,1890.21
FDR02,16.7,Low fat,0.022065676,Dairy,110.59,OUT046,1997,Tier 1,Supermarket Type1,1556.64
FDR02,16.7,Low fat,0.022099982,Dairy,110.19,OUT049,1999,Tier 1,Supermarket Type1,1334.26
FDR02,16.7,Low fat,0.022155562,Dairy,109.59,OUT018,2009,Tier 3,Supermarket Type2,1000.7
FDR02,16.7,Low fat,0.036933417,Dairy,109.19,OUT010,1998,Tier 3,Grocery Store,222.38
FDR03,15.7,Regular,0.00878535,Meat,205,OUT017,2007,Tier 2,Supermarket Type1,5366.35
FDR03,15.7,Regular,0.008734284,Meat,207.9,OUT035,2004,Tier 2,Supermarket Type1,3095.97
FDR04,7.075,Low fat,0.022694623,Frozen Foods,98.81,OUT017,2007,Tier 2,Supermarket Type1,2527.38
FDR04,7.075,Low fat,0.022457694,Frozen Foods,98.61,OUT027,1985,Tier 3,Supermarket Type3,2430.17
FDR04,7.075,Low fat,0.022612742,Frozen Foods,97.01,OUT045,2002,Tier 2,Supermarket Type1,1944.14
FDR04,7.075,Low fat,0.022602061,Frozen Foods,98.11,OUT049,1999,Tier 1,Supermarket Type1,1458.1
FDR04,7.075,Low fat,0.022566975,Frozen Foods,97.31,OUT046,1997,Tier 1,Supermarket Type1,1263.69
FDR04,7.075,Low fat,0.066132029,Frozen Foods,98.01,OUT018,2009,Tier 3,Supermarket Type2,874.86
FDR04,7.075,Low fat,0.022548195,Frozen Foods,95.71,OUT013,1987,Tier 3,Supermarket Type1,583.24
FDR04,7.075,Low fat,0.03777249,Frozen Foods,98.01,OUT010,1998,Tier 3,Grocery Store,291.62
FDR07,21.35,Low fat,0.077367431,Fruits and Vegetables,97.01,OUT027,1985,Tier 3,Supermarket Type3,1808.98
FDR07,21.35,Low fat,0.078060605,Fruits and Vegetables,96.01,OUT018,2009,Tier 3,Supermarket Type2,380.84
FDR07,21.35,Low fat,0.130127365,Fruits and Vegetables,96.21,OUT010,1998,Tier 3,Grocery Store,190.42
FDR07,21.35,Low fat,0.136119549,Fruits and Vegetables,94.11,OUT019,1985,Tier 1,Grocery Store,190.42
FDR08,18.7,Low fat,0.037835765,Fruits and Vegetables,111.19,OUT017,2007,Tier 2,Supermarket Type1,2334.96
FDR08,18.7,Low fat,0.037699254,Fruits and Vegetables,110.29,OUT045,2002,Tier 2,Supermarket Type1,2223.77
FDR08,18.7,Low fat,0.03761584,Fruits and Vegetables,109.19,OUT035,2004,Tier 2,Supermarket Type1,1890.21
FDR08,18.7,Low fat,0.037622954,Fruits and Vegetables,110.79,OUT046,1997,Tier 1,Supermarket Type1,1334.26
FDR08,18.7,Low fat,0.037681448,Fruits and Vegetables,111.09,OUT049,1999,Tier 1,Supermarket Type1,222.38
FDR08,18.7,Low fat,0.065872936,Fruits and Vegetables,113.19,OUT019,1985,Tier 1,Grocery Store,111.19
FDR09,18.25,Low fat,0.077348214,Snack Foods,259.8,OUT027,1985,Tier 3,Supermarket Type3,8028.88
FDR09,18.25,Low fat,0.077709902,Snack Foods,259.7,OUT035,2004,Tier 2,Supermarket Type1,5438.92
FDR09,18.25,Low fat,0.07784544,Snack Foods,260.6,OUT049,1999,Tier 1,Supermarket Type1,3884.94
FDR09,18.25,Low fat,0.078041216,Snack Foods,258.5,OUT018,2009,Tier 3,Supermarket Type2,2848.96
FDR09,18.25,Low fat,0.077882226,Snack Foods,258.1,OUT045,2002,Tier 2,Supermarket Type1,1035.98
FDR09,18.25,Low fat,0.077659918,Snack Foods,260.3,OUT013,1987,Tier 3,Supermarket Type1,1035.98
FDR09,18.25,Low fat,0.130095044,Snack Foods,257.3,OUT010,1998,Tier 3,Grocery Store,517.99
FDR10,17.6,Low fat,0.010037996,Snack Foods,163.56,OUT035,2004,Tier 2,Supermarket Type1,3086.65
FDR10,17.6,Low fat,0.010096684,Snack Foods,160.46,OUT017,2007,Tier 2,Supermarket Type1,2599.28
FDR10,17.6,Low fat,0.010055503,Snack Foods,163.76,OUT049,1999,Tier 1,Supermarket Type1,1787.01
FDR10,17.6,Low fat,0.010031539,Snack Foods,161.56,OUT013,1987,Tier 3,Supermarket Type1,1787.01
FDR10,17.6,Low fat,0.016804724,Snack Foods,163.46,OUT010,1998,Tier 3,Grocery Store,649.82
FDR11,10.5,Regular,0.142759833,Breads,159.36,OUT049,1999,Tier 1,Supermarket Type1,3048.7
FDR11,10.5,Regular,0.142827296,Breads,159.46,OUT045,2002,Tier 2,Supermarket Type1,3048.7
FDR11,10.5,Regular,0.142511272,Breads,158.76,OUT035,2004,Tier 2,Supermarket Type1,2246.41
FDR11,10.5,Regular,0.142419608,Breads,161.16,OUT013,1987,Tier 3,Supermarket Type1,1765.04
FDR12,12.6,Regular,0.03150851,Baking Goods,170.58,OUT013,1987,Tier 3,Supermarket Type1,3779.08
FDR12,12.6,Regular,0.031382044,Baking Goods,171.38,OUT027,1985,Tier 3,Supermarket Type3,3091.98
FDR12,12.6,Regular,0.031598706,Baking Goods,172.98,OUT045,2002,Tier 2,Supermarket Type1,2233.09
FDR12,12.6,Regular,0.031663212,Baking Goods,173.28,OUT018,2009,Tier 3,Supermarket Type2,1030.66
FDR12,12.6,Regular,0.031713126,Baking Goods,172.58,OUT017,2007,Tier 2,Supermarket Type1,1030.66
FDR12,12.6,Regular,0.055213281,Baking Goods,172.48,OUT019,1985,Tier 1,Grocery Store,687.11
FDR13,9.895,Regular,0.028837829,Canned,117.85,OUT018,2009,Tier 3,Supermarket Type2,1506.04
FDR13,9.895,Regular,0.028765486,Canned,115.35,OUT049,1999,Tier 1,Supermarket Type1,1274.34
FDR13,9.895,Regular,0.028696932,Canned,117.05,OUT013,1987,Tier 3,Supermarket Type1,810.94
FDR14,11.65,Low fat,0.173206192,Dairy,53.33,OUT027,1985,Tier 3,Supermarket Type3,1078.6
FDR14,11.65,Low fat,0.175033524,Dairy,55.53,OUT017,2007,Tier 2,Supermarket Type1,647.16
FDR14,11.65,Low fat,0.174049032,Dairy,52.93,OUT046,1997,Tier 1,Supermarket Type1,647.16
FDR14,11.65,Low fat,0.173904193,Dairy,52.33,OUT013,1987,Tier 3,Supermarket Type1,269.65
FDR14,11.65,Low fat,0.304737387,Dairy,54.73,OUT019,1985,Tier 1,Grocery Store,107.86
FDR15,9.3,Regular,0.033431669,Meat,153.13,OUT035,2004,Tier 2,Supermarket Type1,4653.94
FDR15,9.3,Regular,0.033276066,Meat,153.83,OUT027,1985,Tier 3,Supermarket Type3,3723.15
FDR15,9.3,Regular,0.033505804,Meat,153.43,OUT045,2002,Tier 2,Supermarket Type1,2482.1
FDR15,9.3,Regular,0.033437991,Meat,153.23,OUT046,1997,Tier 1,Supermarket Type1,2326.97
FDR15,9.3,Low fat,0.033489979,Meat,156.63,OUT049,1999,Tier 1,Supermarket Type1,1241.05
FDR15,9.3,Regular,0.03362713,Meat,156.13,OUT017,2007,Tier 2,Supermarket Type1,620.53
FDR15,9.3,Regular,0.058545606,Meat,155.83,OUT019,1985,Tier 1,Grocery Store,310.26
FDR16,5.845,Regular,0.104998144,Frozen Foods,213.22,OUT035,2004,Tier 2,Supermarket Type1,7266.54
FDR16,5.845,Regular,0.105181277,Frozen Foods,214.42,OUT049,1999,Tier 1,Supermarket Type1,5343.05
FDR16,5.845,Regular,0.105445801,Frozen Foods,214.42,OUT018,2009,Tier 3,Supermarket Type2,1496.05
FDR19,13.5,Regular,0.158947217,Fruits and Vegetables,145.51,OUT027,1985,Tier 3,Supermarket Type3,5978.22
FDR19,13.5,Regular,0.159720671,Fruits and Vegetables,147.61,OUT046,1997,Tier 1,Supermarket Type1,4082.69
FDR19,13.5,Regular,0.160044589,Fruits and Vegetables,145.41,OUT045,2002,Tier 2,Supermarket Type1,3499.44
FDR19,13.5,Regular,0.160624116,Fruits and Vegetables,147.01,OUT017,2007,Tier 2,Supermarket Type1,2770.39
FDR19,13.5,Regular,0.159968994,Fruits and Vegetables,147.61,OUT049,1999,Tier 1,Supermarket Type1,1603.91
FDR19,13.5,Regular,0.159587755,Fruits and Vegetables,145.31,OUT013,1987,Tier 3,Supermarket Type1,729.05
FDR20,20,Regular,0.028118435,Fruits and Vegetables,46.77,OUT035,2004,Tier 2,Supermarket Type1,1222.41
FDR20,20,Regular,0.028282832,Fruits and Vegetables,46.27,OUT017,2007,Tier 2,Supermarket Type1,1086.59
FDR20,20,Regular,0.028180789,Fruits and Vegetables,46.87,OUT045,2002,Tier 2,Supermarket Type1,905.49
FDR20,20,Regular,0.028167478,Fruits and Vegetables,45.57,OUT049,1999,Tier 1,Supermarket Type1,452.74
FDR20,20,Regular,0.028238317,Fruits and Vegetables,46.37,OUT018,2009,Tier 3,Supermarket Type2,181.1
FDR20,20,Regular,0.066132029,Fruits and Vegetables,46.47,OUT010,1998,Tier 3,Grocery Store,45.27
FDR21,19.7,Low fat,0.066611321,Snack Foods,178.24,OUT027,1985,Tier 3,Supermarket Type3,3705.18
FDR21,19.7,Low fat,0.066935459,Snack Foods,177.54,OUT046,1997,Tier 1,Supermarket Type1,3175.87
FDR21,19.7,Low fat,0.066922802,Snack Foods,174.84,OUT035,2004,Tier 2,Supermarket Type1,2999.43
FDR21,19.7,Low fat,0.067314073,Snack Foods,175.14,OUT017,2007,Tier 2,Supermarket Type1,2822.99
FDR21,19.7,Low fat,0.066879757,Snack Foods,174.44,OUT013,1987,Tier 3,Supermarket Type1,1587.93
FDR21,19.7,Low fat,0.067039526,Snack Foods,178.34,OUT049,1999,Tier 1,Supermarket Type1,1411.5
FDR21,19.7,Low fat,0.112036236,Snack Foods,174.94,OUT010,1998,Tier 3,Grocery Store,882.19
FDR22,19.35,Regular,0.018472714,Snack Foods,109.95,OUT027,1985,Tier 3,Supermarket Type3,5257.16
FDR22,19.35,Regular,0.018667601,Snack Foods,112.95,OUT017,2007,Tier 2,Supermarket Type1,2908.21
FDR22,19.35,Regular,0.018600249,Snack Foods,110.25,OUT045,2002,Tier 2,Supermarket Type1,2908.21
FDR22,19.35,Regular,0.01863822,Snack Foods,110.25,OUT018,2009,Tier 3,Supermarket Type2,1677.82
FDR22,19.35,Regular,0.018562604,Snack Foods,110.55,OUT046,1997,Tier 1,Supermarket Type1,1565.96
FDR22,19.35,Regular,0.018591464,Snack Foods,112.95,OUT049,1999,Tier 1,Supermarket Type1,1342.25
FDR22,19.35,Regular,0.031069993,Snack Foods,112.05,OUT010,1998,Tier 3,Grocery Store,223.71
FDR23,15.85,Low fat,0.08139146,Breads,177.84,OUT027,1985,Tier 3,Supermarket Type3,6351.73
FDR23,15.85,Low fat,0.082120687,Breads,177.44,OUT018,2009,Tier 3,Supermarket Type2,5645.98
FDR23,15.85,Low fat,0.081914677,Breads,177.64,OUT049,1999,Tier 1,Supermarket Type1,3352.3
FDR23,15.85,Low fat,0.066132029,Breads,174.74,OUT017,2007,Tier 2,Supermarket Type1,2822.99
FDR23,15.85,Low fat,0.081953387,Breads,176.24,OUT045,2002,Tier 2,Supermarket Type1,2646.56
FDR23,15.85,Low fat,0.081719458,Breads,178.04,OUT013,1987,Tier 3,Supermarket Type1,2646.56
